id_transazione,id_cliente,codice_prodotto,quantita,data_ora
1079,CLI_0018,PROD_A,1,2025-01-02 15:30:00
1080,CLI_0090,PROD_A,1,2025-01-02 16:00:00
1081,CLI_0044,PROD_D,5,2025-01-02 16:30:00
1082,CLI_0034,PROD_C,4,2025-01-02 17:00:00
1083,CLI_0074,PROD_B,1,2025-01-02 17:30:00
1084,CLI_0062,PROD_B,4,2025-01-02 18:00:00
1085,CLI_0100,PROD_A,2,2025-01-02 18:30:00
1086,CLI_0014,PROD_C,3,2025-01-02 19:00:00
1087,CLI_0095,PROD_B,1,2025-01-02 19:30:00
1088,CLI_0048,PROD_C,5,2025-01-02 20:00:00
1089,CLI_0015,PROD_C,2,2025-01-02 20:30:00
1090,CLI_0072,PROD_A,4,2025-01-02 21:00:00
1091,CLI_0078,PROD_B,2,2025-01-02 21:30:00
1092,CLI_0087,PROD_D,1,2025-01-02 22:00:00
1093,CLI_0062,PROD_A,4,2025-01-02 22:30:00
1094,CLI_0040,PROD_B,3,2025-01-02 23:00:00
1095,CLI_0085,PROD_B,2,2025-01-02 23:30:00
1096,CLI_0080,PROD_B,1,2025-01-03 00:00:00
1097,CLI_0082,PROD_B,5,2025-01-03 00:30:00
1098,CLI_0053,PROD_B,4,2025-01-03 01:00:00
1099,CLI_0024,PROD_C,2,2025-01-03 01:30:00
1100,CLI_0026,PROD_A,2,2025-01-03 02:00:00
1101,CLI_0089,PROD_C,3,2025-01-03 02:30:00
1102,CLI_0060,PROD_D,3,2025-01-03 03:00:00
1103,CLI_0041,PROD_B,5,2025-01-03 03:30:00
1104,CLI_0029,PROD_A,5,2025-01-03 04:00:00
1105,CLI_0015,PROD_B,1,2025-01-03 04:30:00
1106,CLI_0045,PROD_A,1,2025-01-03 05:00:00
1107,CLI_0065,PROD_C,5,2025-01-03 05:30:00
1108,CLI_0089,PROD_A,5,2025-01-03 06:00:00
1109,CLI_0071,PROD_D,4,2025-01-03 06:30:00
1110,CLI_0009,PROD_D,3,2025-01-03 07:00:00
1111,CLI_0088,PROD_A,1,2025-01-03 07:30:00
1112,CLI_0001,PROD_A,3,2025-01-03 08:00:00
1113,CLI_0008,PROD_A,3,2025-01-03 08:30:00
1114,CLI_0088,PROD_A,5,2025-01-03 09:00:00
1115,CLI_0063,PROD_D,4,2025-01-03 09:30:00
1116,CLI_0011,PROD_B,2,2025-01-03 10:00:00
1117,CLI_0081,PROD_A,4,2025-01-03 10:30:00
1118,CLI_0008,PROD_A,4,2025-01-03 11:00:00
1119,CLI_0035,PROD_D,3,2025-01-03 11:30:00
1120,CLI_0035,PROD_D,4,2025-01-03 12:00:00
1121,CLI_0033,PROD_C,1,2025-01-03 12:30:00
1122,CLI_0005,PROD_A,3,2025-01-03 13:00:00
1123,CLI_0041,PROD_C,1,2025-01-03 13:30:00
1124,CLI_0028,PROD_D,2,2025-01-03 14:00:00
1125,CLI_0007,PROD_D,3,2025-01-03 14:30:00
1126,CLI_0073,PROD_B,2,2025-01-03 15:00:00
1127,CLI_0072,PROD_A,3,2025-01-03 15:30:00
1128,CLI_0012,PROD_C,5,2025-01-03 16:00:00
1129,CLI_0034,PROD_D,4,2025-01-03 16:30:00
1130,CLI_0033,PROD_D,5,2025-01-03 17:00:00
1131,CLI_0048,PROD_C,2,2025-01-03 17:30:00
1132,CLI_0023,PROD_B,4,2025-01-03 18:00:00
1133,CLI_0062,PROD_D,3,2025-01-03 18:30:00
1134,CLI_0088,PROD_A,4,2025-01-03 19:00:00
1135,CLI_0037,PROD_D,1,2025-01-03 19:30:00
1136,CLI_0099,PROD_A,4,2025-01-03 20:00:00
1137,CLI_0044,PROD_C,1,2025-01-03 20:30:00
1138,CLI_0086,PROD_A,4,2025-01-03 21:00:00
1139,CLI_0091,PROD_C,1,2025-01-03 21:30:00
1140,CLI_0035,PROD_A,2,2025-01-03 22:00:00
1141,CLI_0065,PROD_C,5,2025-01-03 22:30:00
1142,CLI_0099,PROD_A,3,2025-01-03 23:00:00
1143,CLI_0047,PROD_B,4,2025-01-03 23:30:00
1144,CLI_0078,PROD_A,5,2025-01-04 00:00:00
1145,CLI_0003,PROD_A,3,2025-01-04 00:30:00
1146,CLI_0001,PROD_B,3,2025-01-04 01:00:00
1147,CLI_0005,PROD_D,1,2025-01-04 01:30:00
1148,CLI_0090,PROD_D,2,2025-01-04 02:00:00
1149,CLI_0014,PROD_A,2,2025-01-04 02:30:00
1150,CLI_0027,PROD_B,5,2025-01-04 03:00:00
1151,CLI_0009,PROD_A,2,2025-01-04 03:30:00
1152,CLI_0079,PROD_C,4,2025-01-04 04:00:00
1153,CLI_0015,PROD_C,2,2025-01-04 04:30:00
1154,CLI_0090,PROD_A,5,2025-01-04 05:00:00
1155,CLI_0042,PROD_D,2,2025-01-04 05:30:00
1156,CLI_0077,PROD_D,4,2025-01-04 06:00:00
1157,CLI_0051,PROD_A,1,2025-01-04 06:30:00
1158,CLI_0063,PROD_A,5,2025-01-04 07:00:00
1159,CLI_0096,PROD_C,1,2025-01-04 07:30:00
1160,CLI_0052,PROD_D,1,2025-01-04 08:00:00
1161,CLI_0096,PROD_A,1,2025-01-04 08:30:00
1162,CLI_0004,PROD_C,3,2025-01-04 09:00:00
1163,CLI_0094,PROD_D,3,2025-01-04 09:30:00
1164,CLI_0023,PROD_B,1,2025-01-04 10:00:00
1165,CLI_0015,PROD_C,5,2025-01-04 10:30:00
1166,CLI_0043,PROD_D,4,2025-01-04 11:00:00
1167,CLI_0029,PROD_D,4,2025-01-04 11:30:00
1168,CLI_0036,PROD_C,2,2025-01-04 12:00:00
1169,CLI_0013,PROD_B,5,2025-01-04 12:30:00
1170,CLI_0032,PROD_C,3,2025-01-04 13:00:00
1171,CLI_0071,PROD_D,1,2025-01-04 13:30:00
1172,CLI_0059,PROD_A,2,2025-01-04 14:00:00
1173,CLI_0086,PROD_A,4,2025-01-04 14:30:00
1174,CLI_0028,PROD_C,3,2025-01-04 15:00:00
1175,CLI_0066,PROD_D,3,2025-01-04 15:30:00
1176,CLI_0042,PROD_A,1,2025-01-04 16:00:00
1177,CLI_0045,PROD_D,4,2025-01-04 16:30:00
1178,CLI_0062,PROD_C,5,2025-01-04 17:00:00
1179,CLI_0057,PROD_A,3,2025-01-04 17:30:00
1180,CLI_0006,PROD_D,1,2025-01-04 18:00:00
1181,CLI_0028,PROD_A,5,2025-01-04 18:30:00
1182,CLI_0028,PROD_C,4,2025-01-04 19:00:00
1183,CLI_0044,PROD_D,3,2025-01-04 19:30:00
1184,CLI_0084,PROD_A,5,2025-01-04 20:00:00
1185,CLI_0030,PROD_C,5,2025-01-04 20:30:00
1186,CLI_0062,PROD_A,5,2025-01-04 21:00:00
1187,CLI_0075,PROD_A,3,2025-01-04 21:30:00
1188,CLI_0092,PROD_B,3,2025-01-04 22:00:00
1189,CLI_0089,PROD_B,2,2025-01-04 22:30:00
1190,CLI_0062,PROD_C,4,2025-01-04 23:00:00
1191,CLI_0097,PROD_B,1,2025-01-04 23:30:00
1192,CLI_0001,PROD_C,5,2025-01-05 00:00:00
1193,CLI_0027,PROD_B,2,2025-01-05 00:30:00
1194,CLI_0062,PROD_A,1,2025-01-05 01:00:00
1195,CLI_0077,PROD_C,2,2025-01-05 01:30:00
1196,CLI_0003,PROD_C,3,2025-01-05 02:00:00
1197,CLI_0070,PROD_A,5,2025-01-05 02:30:00
1198,CLI_0072,PROD_C,1,2025-01-05 03:00:00
1199,CLI_0027,PROD_C,1,2025-01-05 03:30:00
1200,CLI_0009,PROD_B,1,2025-01-05 04:00:00
1201,CLI_0062,PROD_C,1,2025-01-05 04:30:00
1202,CLI_0037,PROD_D,1,2025-01-05 05:00:00
1203,CLI_0097,PROD_A,2,2025-01-05 05:30:00
1204,CLI_0051,PROD_B,5,2025-01-05 06:00:00
1205,CLI_0044,PROD_B,3,2025-01-05 06:30:00
1206,CLI_0024,PROD_D,3,2025-01-05 07:00:00
1207,CLI_0079,PROD_A,3,2025-01-05 07:30:00
1208,CLI_0059,PROD_A,3,2025-01-05 08:00:00
1209,CLI_0032,PROD_B,2,2025-01-05 08:30:00
1210,CLI_0096,PROD_C,4,2025-01-05 09:00:00
1211,CLI_0088,PROD_B,5,2025-01-05 09:30:00
1212,CLI_0052,PROD_A,1,2025-01-05 10:00:00
1213,CLI_0062,PROD_D,4,2025-01-05 10:30:00
1214,CLI_0058,PROD_B,3,2025-01-05 11:00:00
1215,CLI_0052,PROD_A,4,2025-01-05 11:30:00
1216,CLI_0012,PROD_B,5,2025-01-05 12:00:00
1217,CLI_0039,PROD_C,1,2025-01-05 12:30:00
1218,CLI_0002,PROD_B,1,2025-01-05 13:00:00
1219,CLI_0003,PROD_B,5,2025-01-05 13:30:00
1220,CLI_0056,PROD_A,5,2025-01-05 14:00:00
1221,CLI_0081,PROD_A,3,2025-01-05 14:30:00
1222,CLI_0059,PROD_A,1,2025-01-05 15:00:00
1223,CLI_0002,PROD_B,4,2025-01-05 15:30:00
1224,CLI_0002,PROD_C,2,2025-01-05 16:00:00
1225,CLI_0092,PROD_D,2,2025-01-05 16:30:00
1226,CLI_0054,PROD_D,5,2025-01-05 17:00:00
1227,CLI_0087,PROD_A,3,2025-01-05 17:30:00
1228,CLI_0096,PROD_A,2,2025-01-05 18:00:00
1229,CLI_0097,PROD_B,1,2025-01-05 18:30:00
1230,CLI_0001,PROD_D,5,2025-01-05 19:00:00
1231,CLI_0019,PROD_A,4,2025-01-05 19:30:00
1232,CLI_0002,PROD_C,5,2025-01-05 20:00:00
1233,CLI_0053,PROD_C,4,2025-01-05 20:30:00
1234,CLI_0044,PROD_A,5,2025-01-05 21:00:00
1235,CLI_0090,PROD_A,5,2025-01-05 21:30:00
1236,CLI_0032,PROD_D,5,2025-01-05 22:00:00
1237,CLI_0070,PROD_D,4,2025-01-05 22:30:00
1238,CLI_0032,PROD_B,4,2025-01-05 23:00:00
1239,CLI_0068,PROD_D,5,2025-01-05 23:30:00
1240,CLI_0055,PROD_C,2,2025-01-06 00:00:00
1241,CLI_0075,PROD_C,3,2025-01-06 00:30:00
1242,CLI_0056,PROD_A,3,2025-01-06 01:00:00
1243,CLI_0017,PROD_D,3,2025-01-06 01:30:00
1244,CLI_0038,PROD_B,4,2025-01-06 02:00:00
1245,CLI_0024,PROD_C,4,2025-01-06 02:30:00
1246,CLI_0069,PROD_C,2,2025-01-06 03:00:00
1247,CLI_0098,PROD_B,3,2025-01-06 03:30:00
1248,CLI_0070,PROD_B,3,2025-01-06 04:00:00
1249,CLI_0086,PROD_C,5,2025-01-06 04:30:00
1250,CLI_0011,PROD_C,4,2025-01-06 05:00:00
1251,CLI_0016,PROD_B,3,2025-01-06 05:30:00
1252,CLI_0097,PROD_C,2,2025-01-06 06:00:00
1253,CLI_0073,PROD_A,2,2025-01-06 06:30:00
1254,CLI_0059,PROD_A,3,2025-01-06 07:00:00
1255,CLI_0070,PROD_B,4,2025-01-06 07:30:00
1256,CLI_0080,PROD_D,2,2025-01-06 08:00:00
1257,CLI_0093,PROD_B,5,2025-01-06 08:30:00
1258,CLI_0003,PROD_B,2,2025-01-06 09:00:00
1259,CLI_0020,PROD_D,1,2025-01-06 09:30:00
1260,CLI_0059,PROD_D,1,2025-01-06 10:00:00
1261,CLI_0036,PROD_D,4,2025-01-06 10:30:00
1262,CLI_0019,PROD_A,3,2025-01-06 11:00:00
1263,CLI_0090,PROD_C,4,2025-01-06 11:30:00
1264,CLI_0067,PROD_A,4,2025-01-06 12:00:00
1265,CLI_0019,PROD_C,4,2025-01-06 12:30:00
1266,CLI_0020,PROD_A,4,2025-01-06 13:00:00
1267,CLI_0096,PROD_C,5,2025-01-06 13:30:00
1268,CLI_0071,PROD_A,5,2025-01-06 14:00:00
1269,CLI_0052,PROD_D,2,2025-01-06 14:30:00
1270,CLI_0033,PROD_B,1,2025-01-06 15:00:00
1271,CLI_0040,PROD_A,4,2025-01-06 15:30:00
1272,CLI_0039,PROD_C,2,2025-01-06 16:00:00
1273,CLI_0082,PROD_D,1,2025-01-06 16:30:00
1274,CLI_0001,PROD_A,3,2025-01-06 17:00:00
1275,CLI_0011,PROD_A,5,2025-01-06 17:30:00
1276,CLI_0092,PROD_D,1,2025-01-06 18:00:00
1277,CLI_0057,PROD_A,3,2025-01-06 18:30:00
1278,CLI_0089,PROD_B,1,2025-01-06 19:00:00
1279,CLI_0050,PROD_A,5,2025-01-06 19:30:00
1280,CLI_0023,PROD_B,5,2025-01-06 20:00:00
1281,CLI_0031,PROD_B,2,2025-01-06 20:30:00
1282,CLI_0094,PROD_D,4,2025-01-06 21:00:00
1283,CLI_0042,PROD_A,1,2025-01-06 21:30:00
1284,CLI_0099,PROD_D,1,2025-01-06 22:00:00
1285,CLI_0007,PROD_A,3,2025-01-06 22:30:00
1286,CLI_0016,PROD_A,5,2025-01-06 23:00:00
1287,CLI_0090,PROD_C,1,2025-01-06 23:30:00
1288,CLI_0060,PROD_A,5,2025-01-07 00:00:00
1289,CLI_0002,PROD_D,1,2025-01-07 00:30:00
1290,CLI_0001,PROD_B,2,2025-01-07 01:00:00
1291,CLI_0048,PROD_A,4,2025-01-07 01:30:00
1292,CLI_0012,PROD_C,1,2025-01-07 02:00:00
1293,CLI_0069,PROD_D,5,2025-01-07 02:30:00
1294,CLI_0037,PROD_A,2,2025-01-07 03:00:00
1295,CLI_0032,PROD_D,1,2025-01-07 03:30:00
1296,CLI_0009,PROD_C,3,2025-01-07 04:00:00
1297,CLI_0099,PROD_C,4,2025-01-07 04:30:00
1298,CLI_0019,PROD_D,1,2025-01-07 05:00:00
1299,CLI_0048,PROD_A,2,2025-01-07 05:30:00
1300,CLI_0080,PROD_B,3,2025-01-07 06:00:00
1301,CLI_0003,PROD_C,2,2025-01-07 06:30:00
1302,CLI_0020,PROD_A,2,2025-01-07 07:00:00
1303,CLI_0024,PROD_A,3,2025-01-07 07:30:00
1304,CLI_0054,PROD_B,2,2025-01-07 08:00:00
1305,CLI_0033,PROD_C,3,2025-01-07 08:30:00
1306,CLI_0024,PROD_C,1,2025-01-07 09:00:00
1307,CLI_0075,PROD_A,3,2025-01-07 09:30:00
1308,CLI_0072,PROD_A,3,2025-01-07 10:00:00
1309,CLI_0036,PROD_B,4,2025-01-07 10:30:00
1310,CLI_0038,PROD_B,3,2025-01-07 11:00:00
1311,CLI_0084,PROD_C,3,2025-01-07 11:30:00
1312,CLI_0099,PROD_D,1,2025-01-07 12:00:00
1313,CLI_0089,PROD_C,4,2025-01-07 12:30:00
1314,CLI_0099,PROD_A,5,2025-01-07 13:00:00
1315,CLI_0025,PROD_C,1,2025-01-07 13:30:00
1316,CLI_0093,PROD_D,1,2025-01-07 14:00:00
1317,CLI_0018,PROD_B,5,2025-01-07 14:30:00
1318,CLI_0082,PROD_D,3,2025-01-07 15:00:00
1319,CLI_0066,PROD_D,2,2025-01-07 15:30:00
1320,CLI_0054,PROD_D,4,2025-01-07 16:00:00
1321,CLI_0035,PROD_B,2,2025-01-07 16:30:00
1322,CLI_0080,PROD_D,5,2025-01-07 17:00:00
1323,CLI_0061,PROD_D,1,2025-01-07 17:30:00
1324,CLI_0041,PROD_D,1,2025-01-07 18:00:00
1325,CLI_0100,PROD_A,4,2025-01-07 18:30:00
1326,CLI_0033,PROD_D,1,2025-01-07 19:00:00
1327,CLI_0068,PROD_B,1,2025-01-07 19:30:00
1328,CLI_0033,PROD_D,4,2025-01-07 20:00:00
1329,CLI_0014,PROD_D,4,2025-01-07 20:30:00
1330,CLI_0021,PROD_B,5,2025-01-07 21:00:00
1331,CLI_0048,PROD_D,1,2025-01-07 21:30:00
1332,CLI_0020,PROD_B,1,2025-01-07 22:00:00
1333,CLI_0008,PROD_D,5,2025-01-07 22:30:00
1334,CLI_0007,PROD_B,3,2025-01-07 23:00:00
1335,CLI_0067,PROD_D,3,2025-01-07 23:30:00
1336,CLI_0017,PROD_D,3,2025-01-08 00:00:00
1337,CLI_0033,PROD_A,5,2025-01-08 00:30:00
1338,CLI_0048,PROD_A,1,2025-01-08 01:00:00
1339,CLI_0076,PROD_D,5,2025-01-08 01:30:00
1340,CLI_0059,PROD_D,5,2025-01-08 02:00:00
1341,CLI_0086,PROD_C,3,2025-01-08 02:30:00
1342,CLI_0022,PROD_B,2,2025-01-08 03:00:00
1343,CLI_0030,PROD_C,1,2025-01-08 03:30:00
1344,CLI_0038,PROD_A,3,2025-01-08 04:00:00
1345,CLI_0051,PROD_A,2,2025-01-08 04:30:00
1346,CLI_0054,PROD_A,2,2025-01-08 05:00:00
1347,CLI_0008,PROD_A,4,2025-01-08 05:30:00
1348,CLI_0027,PROD_D,1,2025-01-08 06:00:00
1349,CLI_0027,PROD_A,2,2025-01-08 06:30:00
1350,CLI_0098,PROD_D,3,2025-01-08 07:00:00
1351,CLI_0021,PROD_D,4,2025-01-08 07:30:00
1352,CLI_0030,PROD_A,1,2025-01-08 08:00:00
1353,CLI_0097,PROD_A,5,2025-01-08 08:30:00
1354,CLI_0028,PROD_B,3,2025-01-08 09:00:00
1355,CLI_0064,PROD_C,2,2025-01-08 09:30:00
1356,CLI_0097,PROD_A,2,2025-01-08 10:00:00
1357,CLI_0069,PROD_B,3,2025-01-08 10:30:00
1358,CLI_0061,PROD_B,2,2025-01-08 11:00:00
1359,CLI_0048,PROD_C,4,2025-01-08 11:30:00
1360,CLI_0019,PROD_D,1,2025-01-08 12:00:00
1361,CLI_0004,PROD_A,4,2025-01-08 12:30:00
1362,CLI_0035,PROD_C,2,2025-01-08 13:00:00
1363,CLI_0064,PROD_A,5,2025-01-08 13:30:00
1364,CLI_0049,PROD_B,1,2025-01-08 14:00:00
1365,CLI_0017,PROD_B,1,2025-01-08 14:30:00
1366,CLI_0044,PROD_D,3,2025-01-08 15:00:00
1367,CLI_0092,PROD_B,3,2025-01-08 15:30:00
1368,CLI_0030,PROD_B,5,2025-01-08 16:00:00
1369,CLI_0093,PROD_C,1,2025-01-08 16:30:00
1370,CLI_0046,PROD_A,5,2025-01-08 17:00:00
1371,CLI_0006,PROD_A,3,2025-01-08 17:30:00
1372,CLI_0099,PROD_C,3,2025-01-08 18:00:00
1373,CLI_0037,PROD_D,1,2025-01-08 18:30:00
1374,CLI_0024,PROD_A,4,2025-01-08 19:00:00
1375,CLI_0093,PROD_B,2,2025-01-08 19:30:00
1376,CLI_0046,PROD_A,3,2025-01-08 20:00:00
1377,CLI_0053,PROD_B,3,2025-01-08 20:30:00
1378,CLI_0095,PROD_D,4,2025-01-08 21:00:00
1379,CLI_0099,PROD_C,4,2025-01-08 21:30:00
1380,CLI_0060,PROD_A,5,2025-01-08 22:00:00
1381,CLI_0097,PROD_C,5,2025-01-08 22:30:00
1382,CLI_0063,PROD_A,2,2025-01-08 23:00:00
1383,CLI_0085,PROD_B,2,2025-01-08 23:30:00
1384,CLI_0032,PROD_C,1,2025-01-09 00:00:00
1385,CLI_0087,PROD_A,5,2025-01-09 00:30:00
1386,CLI_0033,PROD_B,3,2025-01-09 01:00:00
1387,CLI_0067,PROD_C,5,2025-01-09 01:30:00
1388,CLI_0018,PROD_C,3,2025-01-09 02:00:00
1389,CLI_0025,PROD_A,4,2025-01-09 02:30:00
1390,CLI_0095,PROD_A,5,2025-01-09 03:00:00
1391,CLI_0054,PROD_A,4,2025-01-09 03:30:00
1392,CLI_0058,PROD_B,2,2025-01-09 04:00:00
1393,CLI_0067,PROD_A,2,2025-01-09 04:30:00
1394,CLI_0046,PROD_C,1,2025-01-09 05:00:00
1395,CLI_0024,PROD_C,5,2025-01-09 05:30:00
1396,CLI_0032,PROD_A,4,2025-01-09 06:00:00
1397,CLI_0047,PROD_A,3,2025-01-09 06:30:00
1398,CLI_0086,PROD_D,2,2025-01-09 07:00:00
1399,CLI_0023,PROD_C,2,2025-01-09 07:30:00
1400,CLI_0066,PROD_B,3,2025-01-09 08:00:00
1401,CLI_0027,PROD_D,4,2025-01-09 08:30:00
1402,CLI_0002,PROD_A,4,2025-01-09 09:00:00
1403,CLI_0090,PROD_A,5,2025-01-09 09:30:00
1404,CLI_0017,PROD_C,5,2025-01-09 10:00:00
1405,CLI_0033,PROD_A,1,2025-01-09 10:30:00
1406,CLI_0009,PROD_B,2,2025-01-09 11:00:00
1407,CLI_0043,PROD_C,5,2025-01-09 11:30:00
1408,CLI_0048,PROD_A,4,2025-01-09 12:00:00
1409,CLI_0039,PROD_C,3,2025-01-09 12:30:00
1410,CLI_0093,PROD_A,4,2025-01-09 13:00:00
1411,CLI_0042,PROD_A,2,2025-01-09 13:30:00
1412,CLI_0026,PROD_A,4,2025-01-09 14:00:00
1413,CLI_0099,PROD_B,1,2025-01-09 14:30:00
1414,CLI_0050,PROD_B,2,2025-01-09 15:00:00
1415,CLI_0025,PROD_C,3,2025-01-09 15:30:00
1416,CLI_0024,PROD_A,1,2025-01-09 16:00:00
1417,CLI_0013,PROD_A,2,2025-01-09 16:30:00
1418,CLI_0060,PROD_B,3,2025-01-09 17:00:00
1419,CLI_0007,PROD_A,1,2025-01-09 17:30:00
1420,CLI_0057,PROD_B,1,2025-01-09 18:00:00
1421,CLI_0036,PROD_A,2,2025-01-09 18:30:00
1422,CLI_0045,PROD_C,5,2025-01-09 19:00:00
1423,CLI_0020,PROD_A,1,2025-01-09 19:30:00
1424,CLI_0065,PROD_A,1,2025-01-09 20:00:00
1425,CLI_0008,PROD_D,3,2025-01-09 20:30:00
1426,CLI_0016,PROD_B,4,2025-01-09 21:00:00
1427,CLI_0014,PROD_A,2,2025-01-09 21:30:00
1428,CLI_0076,PROD_A,2,2025-01-09 22:00:00
1429,CLI_0087,PROD_D,5,2025-01-09 22:30:00
1430,CLI_0015,PROD_D,5,2025-01-09 23:00:00
1431,CLI_0092,PROD_B,2,2025-01-09 23:30:00
1432,CLI_0098,PROD_D,5,2025-01-10 00:00:00
1433,CLI_0066,PROD_C,3,2025-01-10 00:30:00
1434,CLI_0032,PROD_D,2,2025-01-10 01:00:00
1435,CLI_0087,PROD_C,5,2025-01-10 01:30:00
1436,CLI_0063,PROD_B,2,2025-01-10 02:00:00
1437,CLI_0086,PROD_B,4,2025-01-10 02:30:00
1438,CLI_0051,PROD_B,1,2025-01-10 03:00:00
1439,CLI_0025,PROD_B,2,2025-01-10 03:30:00
1440,CLI_0058,PROD_B,1,2025-01-10 04:00:00
1441,CLI_0063,PROD_C,5,2025-01-10 04:30:00
1442,CLI_0062,PROD_C,1,2025-01-10 05:00:00
1443,CLI_0022,PROD_B,2,2025-01-10 05:30:00
1444,CLI_0058,PROD_D,4,2025-01-10 06:00:00
1445,CLI_0058,PROD_A,5,2025-01-10 06:30:00
1446,CLI_0086,PROD_B,2,2025-01-10 07:00:00
1447,CLI_0049,PROD_D,5,2025-01-10 07:30:00
1448,CLI_0052,PROD_A,3,2025-01-10 08:00:00
